,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
566,Gordonia~phage~GMA7,Unassigned,Unassigned,Unassigned,269_1,Clustered,7,VC_269_1,7,0.5358,1.0,0.5358,3,2,2,0.6667
567,Gordonia~phage~GRU1,Unassigned,Unassigned,Unassigned,217_0,Clustered,3,VC_217_0,3,0.8273,0.99694497,0.8247,1,1,1,1.0
568,Gordonia~phage~GRU3,Unassigned,Unassigned,Unassigned,68_0,Clustered,4,VC_68_0,4,0.791,0.99289298,0.7853,1,1,1,1.0
569,Gordonia~phage~GTE5,Unassigned,Unassigned,Unassigned,217_0,Clustered,3,VC_217_0,3,0.8273,0.99694497,0.8247,1,1,1,1.0
570,Gordonia~phage~GTE6,Unassigned,Unassigned,Unassigned,50_0,Clustered,3,VC_50_0,3,0.4516,0.99809834,0.4507,1,1,1,1.0
571,Gordonia~phage~GTE7,Unassigned,Unassigned,Unassigned,269_1,Clustered,7,VC_269_1,7,0.5358,1.0,0.5358,3,2,2,0.6667
572,Gordonia~phage~GTE8,Unassigned,Unassigned,Unassigned,217_0,Clustered,3,VC_217_0,3,0.8273,0.99694497,0.8247,1,1,1,1.0
573,Gordonia~phage~Gmala1,Unassigned,Unassigned,Unassigned,268_0,Clustered,5,VC_268_0,5,0.4967,0.9999997,0.4967,2,2,2,1.0
574,Gordonia~phage~GordDuk1,Unassigned,Unassigned,Unassigned,268_0,Clustered,5,VC_268_0,5,0.4967,0.9999997,0.4967,2,2,2,1.0
575,Gordonia~phage~GordTnk2,Caudovirales,Siphoviridae,Gordtnkvirus,268_0,Clustered,5,VC_268_0,5,0.4967,0.9999997,0.4967,2,2,2,1.0
576,Gordonia~phage~Gsput1,Unassigned,Unassigned,Unassigned,218_0,Clustered,3,VC_218_0,3,0.8877,0.99382913,0.8822,2,2,2,1.0
577,Gordonia~phage~Guacamole,Unassigned,Unassigned,Unassigned,258_0,Clustered,7,VC_258_0,7,0.7368,1.0,0.7368,1,1,1,1.0
578,Gordonia~phage~Hedwig,Unassigned,Unassigned,Unassigned,259_0,Clustered,3,VC_259_0,3,0.2812,0.99816642,0.2807,1,1,1,1.0
579,Gordonia~phage~Hotorobo,Caudovirales,Siphoviridae,Woesvirus,269_1,Clustered,7,VC_269_1,7,0.5358,1.0,0.5358,3,2,2,0.6667
580,Gordonia~phage~Jumbo,Unassigned,Unassigned,Unassigned,268_0,Clustered,5,VC_268_0,5,0.4967,0.9999997,0.4967,2,2,2,1.0
581,Gordonia~phage~Kita,Caudovirales,Siphoviridae,Nymphadoravirus,257_0,Clustered,5,VC_257_0,5,0.5261,0.9999999,0.5261,2,1,1,1.0
582,Gordonia~phage~Kvothe,Caudovirales,Siphoviridae,Demosthenesvirus,269_0,Clustered,2,VC_269_0,2,0.1226,0.9466884,0.116,1,1,1,1.0
583,Gordonia~phage~Lucky10,Unassigned,Unassigned,Unassigned,72_1,Clustered/Singleton,1,VC_72_1,1,0.0,1.0,0.0,1,1,1,1.0
584,Gordonia~phage~McGonagall,Unassigned,Unassigned,Unassigned,68_0,Clustered,4,VC_68_0,4,0.791,0.99289298,0.7853,1,1,1,1.0
585,Gordonia~phage~Monty,Caudovirales,Siphoviridae,Woesvirus,269_1,Clustered,7,VC_269_1,7,0.5358,1.0,0.5358,3,2,2,0.6667
586,Gordonia~phage~Nymphadora,Caudovirales,Siphoviridae,Nymphadoravirus,257_0,Clustered,5,VC_257_0,5,0.5261,0.9999999,0.5261,2,1,1,1.0
587,Gordonia~phage~Obliviate,Unassigned,Unassigned,Unassigned,258_0,Clustered,7,VC_258_0,7,0.7368,1.0,0.7368,1,1,1,1.0
588,Gordonia~phage~OneUp,Caudovirales,Siphoviridae,Smoothievirus,255_1,Clustered/Singleton,1,VC_255_1,1,0.0,1.0,0.0,1,1,1,1.0
589,Gordonia~phage~Phinally,Unassigned,Unassigned,Unassigned,50_0,Clustered,3,VC_50_0,3,0.4516,0.99809834,0.4507,1,1,1,1.0
590,Gordonia~phage~Schwabeltier,Unassigned,Unassigned,Unassigned,259_0,Clustered,3,VC_259_0,3,0.2812,0.99816642,0.2807,1,1,1,1.0
591,Gordonia~phage~Smoothie,Caudovirales,Siphoviridae,Smoothievirus,255_0,Clustered,4,VC_255_0,4,0.5254,0.99964851,0.5252,2,2,2,1.0
592,Gordonia~phage~SoilAssassin,Unassigned,Unassigned,Unassigned,257_1,Clustered/Singleton,1,VC_257_1,1,0.0,1.0,0.0,1,1,1,1.0
593,Gordonia~phage~Splinter,Caudovirales,Siphoviridae,Vendettavirus,218_0,Clustered,3,VC_218_0,3,0.8877,0.99382913,0.8822,2,2,2,1.0
594,Gordonia~phage~Twister6,Caudovirales,Siphoviridae,Wizardvirus,51_0,Clustered,2,VC_51_0,2,0.43,0.94750719,0.4074,1,1,1,1.0
595,Gordonia~phage~UmaThurman,Unassigned,Unassigned,Unassigned,258_0,Clustered,7,VC_258_0,7,0.7368,1.0,0.7368,1,1,1,1.0
596,Gordonia~phage~Utz,Unassigned,Unassigned,Unassigned,258_0,Clustered,7,VC_258_0,7,0.7368,1.0,0.7368,1,1,1,1.0
597,Gordonia~phage~Vendetta,Caudovirales,Siphoviridae,Vendettavirus,218_0,Clustered,3,VC_218_0,3,0.8877,0.99382913,0.8822,2,2,2,1.0
598,Gordonia~phage~Vivi2,Unassigned,Unassigned,Unassigned,50_0,Clustered,3,VC_50_0,3,0.4516,0.99809834,0.4507,1,1,1,1.0
599,Gordonia~phage~Wizard,Caudovirales,Siphoviridae,Wizardvirus,51_0,Clustered,2,VC_51_0,2,0.43,0.94750719,0.4074,1,1,1,1.0
600,Gordonia~phage~Woes,Caudovirales,Siphoviridae,Woesvirus,269_1,Clustered,7,VC_269_1,7,0.5358,1.0,0.5358,3,2,2,0.6667
601,Gordonia~phage~Yeezy,Caudovirales,Siphoviridae,Baxtervirus,257_0,Clustered,5,VC_257_0,5,0.5261,0.9999999,0.5261,2,1,1,1.0
602,Gordonia~phage~Zirinka,Caudovirales,Siphoviridae,Nymphadoravirus,257_0,Clustered,5,VC_257_0,5,0.5261,0.9999999,0.5261,2,1,1,1.0
603,Guinea~pig~Chlamydia~phage,Unassigned,Microviridae,Chlamydiamicrovirus,141_0,Clustered,10,VC_141_0,10,0.7334,1.0,0.7334,3,2,1,1.0
604,Haemophilus~phage~Aaphi23,Unassigned,Unassigned,Unassigned,5_0,Clustered,2,VC_5_0,2,0.5548,0.93597967,0.5192,1,1,1,1.0
605,Haemophilus~phage~HP1,Caudovirales,Myoviridae,Hp1virus,61_0,Clustered,7,VC_61_0,7,0.5604,1.0,0.5604,2,2,2,1.0
606,Haemophilus~phage~HP2,Caudovirales,Myoviridae,Hp1virus,61_0,Clustered,7,VC_61_0,7,0.5604,1.0,0.5604,2,2,2,1.0
607,Haloarcula~californiae~icosahedral~virus~1,Unassigned,Sphaerolipoviridae,Alphasphaerolipovirus,277_0,Clustered,4,VC_277_0,4,1.0,1.0,1.0,1,1,1,1.0
608,Haloarcula~hispanica~icosahedral~virus~2,Unassigned,Sphaerolipoviridae,Alphasphaerolipovirus,277_0,Clustered,4,VC_277_0,4,1.0,1.0,1.0,1,1,1,1.0
609,Haloarcula~hispanica~pleomorphic~virus~1,Unassigned,Pleolipoviridae,Alphapleolipovirus,278_0,Clustered,2,VC_278_0,2,0.5101,0.89435023,0.4563,1,1,1,1.0
610,Haloarcula~hispanica~pleomorphic~virus~2,Unassigned,Pleolipoviridae,Alphapleolipovirus,278_0,Clustered,2,VC_278_0,2,0.5101,0.89435023,0.4563,1,1,1,1.0
611,Haloarcula~hispanica~virus~PH1,Unassigned,Sphaerolipoviridae,Alphasphaerolipovirus,277_0,Clustered,4,VC_277_0,4,1.0,1.0,1.0,1,1,1,1.0
612,Haloarcula~hispanica~virus~SH1,Unassigned,Sphaerolipoviridae,Alphasphaerolipovirus,277_0,Clustered,4,VC_277_0,4,1.0,1.0,1.0,1,1,1,1.0
613,Halocynthia~phage~JM-2012,Unassigned,Unassigned,Unassigned,225_0,Clustered,2,VC_225_0,2,0.0312,0.85930485,0.0268,1,1,1,1.0
614,Halomonas~phage~phiHAP-1,Caudovirales,Myoviridae,Hapunavirus,173_0,Clustered,2,VC_173_0,2,0.2452,0.94600647,0.2319,1,1,1,1.0
615,Halorubrum~phage~CGphi46,Unassigned,Unassigned,Unassigned,66_0,Clustered,2,VC_66_0,2,0.8418,0.72985431,0.6144,1,1,1,1.0
616,Halorubrum~phage~HF2,Unassigned,Unassigned,Unassigned,281_0,Clustered,4,VC_281_0,4,0.7449,0.99976889,0.7447,1,1,1,1.0
617,Halovirus~HCTV-1,Unassigned,Unassigned,Unassigned,280_0,Clustered,3,VC_280_0,3,0.8891,0.99188498,0.8818,1,1,1,1.0
618,Halovirus~HCTV-2,Unassigned,Unassigned,Unassigned,283_0,Clustered,2,VC_283_0,2,0.4785,0.85557782,0.4094,1,1,1,1.0
619,Halovirus~HCTV-5,Unassigned,Unassigned,Unassigned,280_0,Clustered,3,VC_280_0,3,0.8891,0.99188498,0.8818,1,1,1,1.0
620,Halovirus~HF1,Unassigned,Unassigned,Unassigned,281_0,Clustered,4,VC_281_0,4,0.7449,0.99976889,0.7447,1,1,1,1.0
621,Halovirus~HHTV-2,Unassigned,Unassigned,Unassigned,283_0,Clustered,2,VC_283_0,2,0.4785,0.85557782,0.4094,1,1,1,1.0
622,Halovirus~HRTV-5,Unassigned,Unassigned,Unassigned,281_0,Clustered,4,VC_281_0,4,0.7449,0.99976889,0.7447,1,1,1,1.0
623,Halovirus~HRTV-8,Unassigned,Unassigned,Unassigned,281_0,Clustered,4,VC_281_0,4,0.7449,0.99976889,0.7447,1,1,1,1.0
624,Halovirus~HVTV-1,Unassigned,Unassigned,Unassigned,280_0,Clustered,3,VC_280_0,3,0.8891,0.99188498,0.8818,1,1,1,1.0
625,Hamiltonella~virus~APSE1,Caudovirales,Podoviridae,Unassigned,134_0,Clustered,2,VC_134_0,2,0.1427,0.95127465,0.1357,1,2,2,1.0
626,Helicobacter~phage~1961P,Caudovirales,Podoviridae,Una961virus,284_0,Clustered,4,VC_284_0,4,1.0,1.0,1.0,2,2,2,1.0
627,Helicobacter~phage~KHP30,Caudovirales,Podoviridae,Una961virus,284_0,Clustered,4,VC_284_0,4,1.0,1.0,1.0,2,2,2,1.0
628,Helicobacter~phage~KHP40,Caudovirales,Podoviridae,Una961virus,284_0,Clustered,4,VC_284_0,4,1.0,1.0,1.0,2,2,2,1.0
629,Helicobacter~phage~phiHP33,Unassigned,Unassigned,Unassigned,284_0,Clustered,4,VC_284_0,4,1.0,1.0,1.0,2,2,2,1.0
630,Idiomarinaceae~phage~Phi1M2-2,Unassigned,Unassigned,Unassigned,155_0,Clustered,3,VC_155_0,3,0.1969,0.99197076,0.1953,1,1,1,1.0
631,Iodobacteriophage~phiPLPE,Unassigned,Unassigned,Unassigned,64_0,Clustered,6,VC_64_0,6,0.7902,0.99999999,0.7902,2,2,2,1.0
632,Klebsiella~phage~0507-KN2-1,Caudovirales,Ackermannviridae,Unassigned,55_1,Clustered,19,VC_55_1,19,0.8051,1.0,0.8051,5,1,1,0.8246
633,Klebsiella~phage~1513,Caudovirales,Siphoviridae,Kp36virus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
634,Klebsiella~phage~F19,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
635,Klebsiella~phage~JD001,Unassigned,Unassigned,Unassigned,64_0,Clustered,6,VC_64_0,6,0.7902,0.99999999,0.7902,2,2,2,1.0
636,Klebsiella~phage~JD18,Caudovirales,Myoviridae,Jd18virus,32_0,Clustered,2,VC_32_0,2,0.0106,0.95271606,0.0101,2,2,2,1.0
637,Klebsiella~phage~K11,Caudovirales,Podoviridae,Kp32virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
638,Klebsiella~phage~K5,Caudovirales,Podoviridae,Kp32virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
639,Klebsiella~phage~KLPN1,Caudovirales,Siphoviridae,Kp36virus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
640,Klebsiella~phage~KP15,Caudovirales,Myoviridae,Kp15virus,35_0,Clustered,3,VC_35_0,3,0.0555,0.99689847,0.0554,1,1,1,1.0
641,Klebsiella~phage~KP27,Caudovirales,Myoviridae,Kp15virus,35_0,Clustered,3,VC_35_0,3,0.0555,0.99689847,0.0554,1,1,1,1.0
642,Klebsiella~phage~KP32,Caudovirales,Podoviridae,Kp32virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
643,Klebsiella~phage~KP34,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
644,Klebsiella~phage~KP36,Caudovirales,Siphoviridae,Kp36virus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
645,Klebsiella~phage~Kp2,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
646,Klebsiella~phage~KpV41,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
647,Klebsiella~phage~KpV475,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
648,Klebsiella~phage~KpV71,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
649,Klebsiella~phage~Matisse,Caudovirales,Myoviridae,Kp15virus,35_0,Clustered,3,VC_35_0,3,0.0555,0.99689847,0.0554,1,1,1,1.0
650,Klebsiella~phage~NTUH-K2044-K1-1,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
651,Klebsiella~phage~PKO111,Caudovirales,Myoviridae,Jd18virus,32_10,Clustered/Singleton,1,VC_32_10,1,0.0,1.0,0.0,1,1,1,1.0
652,Klebsiella~phage~PKP126,Caudovirales,Siphoviridae,Kp36virus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
653,Klebsiella~phage~Sushi,Caudovirales,Siphoviridae,Kp36virus,207_0,Clustered,25,VC_207_0,25,0.9731,1.0,0.9731,6,2,2,0.9633
654,Klebsiella~phage~phiKO2,Unassigned,Unassigned,Unassigned,163_0,Clustered,2,VC_163_0,2,0.2124,0.94107665,0.1998,1,1,1,1.0
655,Klebsiella~phage~vB_Kp1,Caudovirales,Podoviridae,Kp32virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
656,Klebsiella~phage~vB_KpnM_KB57,Unassigned,Unassigned,Unassigned,204_2,Clustered/Singleton,1,VC_204_2,1,0.0,1.0,0.0,1,1,1,1.0
657,Klebsiella~phage~vB_KpnM_KpV477,Unassigned,Unassigned,Unassigned,32_0,Clustered,2,VC_32_0,2,0.0106,0.95271606,0.0101,2,2,2,1.0
658,Klebsiella~phage~vB_KpnP_KpV289,Caudovirales,Podoviridae,Kp32virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
659,Klebsiella~phage~vB_KpnP_SU503,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
660,Klebsiella~phage~vB_KpnP_SU552A,Caudovirales,Podoviridae,Kp34virus,30_0,Clustered,17,VC_30_0,17,0.6353,1.0,0.6353,3,2,2,1.0
661,Kluyvera~phage~Kvp1,Caudovirales,Podoviridae,T7virus,199_0,Clustered,60,VC_199_0,60,0.9834,1.0,0.9834,3,2,2,1.0
662,Lactobacillus~phage~A2,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
663,Lactobacillus~phage~J-1,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
664,Lactobacillus~phage~JCL1032,Unassigned,Unassigned,Unassigned,92_0,Clustered,3,VC_92_0,3,0.2503,0.99814396,0.2499,1,1,1,1.0
665,Lactobacillus~phage~KC5a,Unassigned,Unassigned,Unassigned,145_0,Clustered,4,VC_145_0,4,0.7506,0.99994997,0.7506,1,1,1,1.0
666,Lactobacillus~phage~LBR48,Unassigned,Unassigned,Unassigned,239_0,Clustered,2,VC_239_0,2,0.4992,0.89435023,0.4465,1,1,1,1.0
667,Lactobacillus~phage~LF1,Unassigned,Unassigned,Unassigned,246_0,Clustered,2,VC_246_0,2,0.1659,0.94328181,0.1565,1,1,1,1.0
668,Lactobacillus~phage~LL-H,Unassigned,Unassigned,Unassigned,92_0,Clustered,3,VC_92_0,3,0.2503,0.99814396,0.2499,1,1,1,1.0
669,Lactobacillus~phage~Lc-Nu,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
670,Lactobacillus~phage~Ld17,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
671,Lactobacillus~phage~Ld25A,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
672,Lactobacillus~phage~Ld3,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
673,Lactobacillus~phage~Lrm1,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
674,Lactobacillus~phage~PL-1,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
675,Lactobacillus~phage~PLE2,Unassigned,Unassigned,Unassigned,111_0,Clustered,2,VC_111_0,2,0.3971,0.93710679,0.3721,1,1,1,1.0
676,Lactobacillus~phage~iA2,Unassigned,Unassigned,Unassigned,111_0,Clustered,2,VC_111_0,2,0.3971,0.93710679,0.3721,1,1,1,1.0
677,Lactobacillus~phage~phi~jlb1,Unassigned,Unassigned,Unassigned,145_0,Clustered,4,VC_145_0,4,0.7506,0.99994997,0.7506,1,1,1,1.0
678,Lactobacillus~phage~phiAQ113,Unassigned,Unassigned,Unassigned,145_0,Clustered,4,VC_145_0,4,0.7506,0.99994997,0.7506,1,1,1,1.0
679,Lactobacillus~phage~phiAT3,Unassigned,Unassigned,Unassigned,124_0,Clustered,6,VC_124_0,6,0.3459,1.0,0.3459,1,1,1,1.0
680,Lactobacillus~phage~phiJB,Unassigned,Unassigned,Unassigned,92_0,Clustered,3,VC_92_0,3,0.2503,0.99814396,0.2499,1,1,1,1.0
681,Lactobacillus~phage~phiLdb,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
682,Lactobacillus~phage~phiPYB5,Unassigned,Unassigned,Unassigned,246_0,Clustered,2,VC_246_0,2,0.1659,0.94328181,0.1565,1,1,1,1.0
683,Lactobacillus~prophage~Lj771,Unassigned,Unassigned,Unassigned,145_0,Clustered,4,VC_145_0,4,0.7506,0.99994997,0.7506,1,1,1,1.0
684,Lactobacillus~virus~ATCC8014,Caudovirales,Siphoviridae,Phijl1virus,248_0,Clustered,3,VC_248_0,3,0.872,0.99287596,0.8658,1,1,1,1.0
685,Lactobacillus~virus~LLKu,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
686,Lactobacillus~virus~c5,Caudovirales,Siphoviridae,C5virus,289_0,Clustered,6,VC_289_0,6,0.9905,0.99973863,0.9903,1,1,1,1.0
687,Lactobacillus~virus~phiJL1,Caudovirales,Siphoviridae,Phijl1virus,248_0,Clustered,3,VC_248_0,3,0.872,0.99287596,0.8658,1,1,1,1.0
688,Lactoccocus~phage~WP-2,Unassigned,Unassigned,Unassigned,249_0,Clustered,4,VC_249_0,4,0.3019,0.9999362,0.3019,2,2,2,1.0
689,Lactococcus~phage~1358,Unassigned,Unassigned,Unassigned,118_0,Clustered,3,VC_118_0,3,0.4865,0.99518628,0.4842,1,1,1,1.0
690,Lactococcus~phage~340,Unassigned,Unassigned,Unassigned,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
691,Lactococcus~phage~949,Unassigned,Unassigned,Unassigned,129_0,Clustered,3,VC_129_0,3,0.7062,0.99645906,0.7037,1,1,1,1.0
692,Lactococcus~phage~BM13,Unassigned,Unassigned,Unassigned,287_0,Clustered,3,VC_287_0,3,0.0642,0.95371401,0.0612,1,1,1,0.6667
693,Lactococcus~phage~D4410,Unassigned,Unassigned,Unassigned,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
694,Lactococcus~phage~D4412,Unassigned,Unassigned,Unassigned,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
695,Lactococcus~phage~GE1,Unassigned,Unassigned,Unassigned,292_0,Clustered,2,VC_292_0,2,0.0239,0.70144452,0.0168,1,1,1,1.0
696,Lactococcus~phage~M5938,Unassigned,Unassigned,Unassigned,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
697,Lactococcus~phage~M6162,Unassigned,Unassigned,Unassigned,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
698,Lactococcus~phage~M6165,Unassigned,Unassigned,Unassigned,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
699,Lactococcus~phage~P078,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.7458,0.9997723,0.7457,1,1,1,1.0
700,Lactococcus~phage~P092,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.7458,0.9997723,0.7457,1,1,1,1.0
701,Lactococcus~phage~P118,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.7458,0.9997723,0.7457,1,1,1,1.0
702,Lactococcus~phage~P162,Unassigned,Unassigned,Unassigned,70_0,Clustered,4,VC_70_0,4,0.7458,0.9997723,0.7457,1,1,1,1.0
703,Lactococcus~phage~P680,Unassigned,Unassigned,Unassigned,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
704,Lactococcus~phage~Q54,Unassigned,Unassigned,Unassigned,292_0,Clustered,2,VC_292_0,2,0.0239,0.70144452,0.0168,1,1,1,1.0
705,Lactococcus~phage~WRP3,Unassigned,Unassigned,Unassigned,129_0,Clustered,3,VC_129_0,3,0.7062,0.99645906,0.7037,1,1,1,1.0
706,Lactococcus~phage~bIL285,Unassigned,Unassigned,Unassigned,287_0,Clustered,3,VC_287_0,3,0.0642,0.95371401,0.0612,1,1,1,0.6667
707,Lactococcus~phage~bIL309,Unassigned,Unassigned,Unassigned,287_0,Clustered,3,VC_287_0,3,0.0642,0.95371401,0.0612,1,1,1,0.6667
708,Lactococcus~phage~bIL310,Unassigned,Unassigned,Unassigned,293_0,Clustered,2,VC_293_0,2,1.0,1.0,1.0,1,1,1,1.0
709,Lactococcus~phage~bIL312,Unassigned,Unassigned,Unassigned,293_0,Clustered,2,VC_293_0,2,1.0,1.0,1.0,1,1,1,1.0
710,Lactococcus~phage~jm2,Unassigned,Unassigned,Unassigned,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
711,Lactococcus~phage~jm3,Unassigned,Unassigned,Unassigned,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
712,Lactococcus~phage~phi7,Unassigned,Unassigned,Unassigned,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
713,Lactococcus~phage~phiL47,Unassigned,Unassigned,Unassigned,129_0,Clustered,3,VC_129_0,3,0.7062,0.99645906,0.7037,1,1,1,1.0
714,Lactococcus~virus~712,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
715,Lactococcus~virus~ASCC191,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
716,Lactococcus~virus~Bibb29,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
717,Lactococcus~virus~CB13,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
718,Lactococcus~virus~CB14,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
719,Lactococcus~virus~P008,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
720,Lactococcus~virus~Sl4,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
721,Lactococcus~virus~bIL170,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
722,Lactococcus~virus~bIL67,Caudovirales,Siphoviridae,C2virus,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
723,Lactococcus~virus~c2,Caudovirales,Siphoviridae,C2virus,291_0,Clustered,7,VC_291_0,7,0.9613,0.99999932,0.9613,2,2,2,1.0
724,Lactococcus~virus~jj50,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
725,Lactococcus~virus~sk1,Caudovirales,Siphoviridae,Sk1virus,290_0,Clustered,15,VC_290_0,15,0.9983,0.99999965,0.9983,2,2,2,1.0
726,Lelliottia~phage~phD2B,Unassigned,Unassigned,Unassigned,59_0,Clustered,15,VC_59_0,15,0.985,1.0,0.985,2,2,2,1.0
727,Leuconostoc~phage~1-A4,Caudovirales,Siphoviridae,Una4virus,295_0,Clustered,7,VC_295_0,7,0.6276,1.0,0.6276,2,2,2,1.0
728,Leuconostoc~phage~Lmd1,Caudovirales,Siphoviridae,Lmd1virus,294_0,Clustered,6,VC_294_0,6,0.5726,0.99999999,0.5726,1,1,1,1.0
729,Leuconostoc~phage~Ln-8,Caudovirales,Siphoviridae,Una4virus,295_0,Clustered,7,VC_295_0,7,0.6276,1.0,0.6276,2,2,2,1.0
730,Leuconostoc~phage~Ln-9,Caudovirales,Siphoviridae,Una4virus,295_0,Clustered,7,VC_295_0,7,0.6276,1.0,0.6276,2,2,2,1.0
731,Leuconostoc~phage~P793,Caudovirales,Siphoviridae,Lmd1virus,294_0,Clustered,6,VC_294_0,6,0.5726,0.99999999,0.5726,1,1,1,1.0
732,Leuconostoc~phage~phiLN03,Caudovirales,Siphoviridae,Lmd1virus,294_0,Clustered,6,VC_294_0,6,0.5726,0.99999999,0.5726,1,1,1,1.0
